Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
674-15-9296,A,Yangon,Normal,Male,Sports and travel,37.14,5.00,9.2850,194.99,1/8/2019,1:05:00 PM,Ewallet,185.70,4.7619,9.2850,5.0000
305-18-3552,B,Mandalay,Member,Male,Home and lifestyle,60.38,10.00,30.1900,633.99,2/12/2019,4:19:00 PM,Cash,603.80,4.7619,30.1900,6.0000
493-65-6248,C,Naypyitaw,Member,Female,Sports and travel,36.98,10.00,18.4900,388.29,1/1/2019,7:48:00 PM,Credit card,369.80,4.7619,18.4900,7.0000
438-01-4015,B,Mandalay,Member,Female,Sports and travel,49.49,4.00,9.8980,207.86,3/21/2019,3:25:00 PM,Ewallet,197.96,4.7619,9.8980,6.6000
709-58-4068,B,Mandalay,Normal,Female,Fashion accessories,41.09,10.00,20.5450,431.45,2/28/2019,2:42:00 PM,Cash,410.90,4.7619,20.5450,7.3000
795-49-7276,A,Yangon,Normal,Male,Fashion accessories,37.15,4.00,7.4300,156.03,3/23/2019,6:59:00 PM,Ewallet,148.60,4.7619,7.4300,8.3000
556-72-8512,C,Naypyitaw,Normal,Male,Home and lifestyle,22.96,1.00,1.1480,24.11,1/30/2019,8:47:00 PM,Cash,22.96,4.7619,1.1480,4.3000
627-95-3243,B,Mandalay,Member,Female,Home and lifestyle,77.68,9.00,34.9560,734.08,2/4/2019,1:21:00 PM,Ewallet,699.12,4.7619,34.9560,9.8000
686-41-0932,B,Mandalay,Normal,Female,Fashion accessories,34.70,2.00,3.4700,72.87,3/13/2019,7:48:00 PM,Ewallet,69.40,4.7619,3.4700,8.2000
510-09-5628,A,Yangon,Member,Female,Fashion accessories,19.66,10.00,9.8300,206.43,3/15/2019,6:20:00 PM,Credit card,196.60,4.7619,9.8300,7.2000
608-04-3797,B,Mandalay,Member,Female,Health and beauty,25.32,8.00,10.1280,212.69,3/5/2019,8:24:00 PM,Ewallet,202.56,4.7619,10.1280,8.7000
148-82-2527,C,Naypyitaw,Member,Female,Home and lifestyle,12.12,10.00,6.0600,127.26,3/5/2019,1:44:00 PM,Credit card,121.20,4.7619,6.0600,8.4000
437-53-3084,B,Mandalay,Normal,Male,Fashion accessories,99.89,2.00,9.9890,209.77,2/26/2019,11:48:00 AM,Ewallet,199.78,4.7619,9.9890,7.1000
632-32-4574,B,Mandalay,Normal,Male,Sports and travel,75.92,8.00,30.3680,637.73,3/20/2019,2:14:00 PM,Cash,607.36,4.7619,30.3680,5.5000
556-97-7101,C,Naypyitaw,Normal,Female,Electronic accessories,63.22,2.00,6.3220,132.76,1/1/2019,3:51:00 PM,Cash,126.44,4.7619,6.3220,8.5000
862-59-8517,C,Naypyitaw,Normal,Female,Food and beverages,90.24,6.00,27.0720,568.51,1/27/2019,11:17:00 AM,Cash,541.44,4.7619,27.0720,6.2000
401-18-8016,B,Mandalay,Member,Female,Sports and travel,98.13,1.00,4.9065,103.04,1/21/2019,5:36:00 PM,Cash,98.13,4.7619,4.9065,8.9000
420-18-8989,A,Yangon,Member,Female,Sports and travel,51.52,8.00,20.6080,432.77,2/2/2019,3:47:00 PM,Cash,412.16,4.7619,20.6080,9.6000
277-63-2961,B,Mandalay,Member,Male,Sports and travel,73.97,1.00,3.6985,77.67,2/3/2019,3:53:00 PM,Credit card,73.97,4.7619,3.6985,5.4000
573-98-8548,C,Naypyitaw,Member,Female,Fashion accessories,31.90,1.00,1.5950,33.50,1/5/2019,12:40:00 PM,Ewallet,31.90,4.7619,1.5950,9.1000
620-02-2046,C,Naypyitaw,Normal,Male,Home and lifestyle,69.40,2.00,6.9400,145.74,1/27/2019,7:48:00 PM,Ewallet,138.80,4.7619,6.9400,9.0000
282-35-2475,B,Mandalay,Normal,Female,Sports and travel,93.31,2.00,9.3310,195.95,3/25/2019,5:53:00 PM,Cash,186.62,4.7619,9.3310,6.3000
511-54-3087,B,Mandalay,Normal,Male,Sports and travel,88.45,1.00,4.4225,92.87,2/25/2019,4:36:00 PM,Credit card,88.45,4.7619,4.4225,9.5000
726-29-6793,A,Yangon,Member,Male,Electronic accessories,24.18,8.00,9.6720,203.11,1/28/2019,8:54:00 PM,Ewallet,193.44,4.7619,9.6720,9.8000
387-49-4215,B,Mandalay,Member,Female,Sports and travel,48.50,3.00,7.2750,152.78,1/8/2019,12:50:00 PM,Cash,145.50,4.7619,7.2750,6.7000
862-17-9201,B,Mandalay,Normal,Female,Food and beverages,84.05,6.00,25.2150,529.52,1/29/2019,10:48:00 AM,Credit card,504.30,4.7619,25.2150,7.7000
291-21-5991,B,Mandalay,Member,Male,Health and beauty,61.29,5.00,15.3225,321.77,3/29/2019,2:28:00 PM,Cash,306.45,4.7619,15.3225,7.0000
602-80-9671,C,Naypyitaw,Member,Female,Home and lifestyle,15.95,6.00,4.7850,100.49,2/9/2019,5:15:00 PM,Credit card,95.70,4.7619,4.7850,5.1000
347-72-6115,B,Mandalay,Member,Female,Sports and travel,90.74,7.00,31.7590,666.94,1/16/2019,6:03:00 PM,Credit card,635.18,4.7619,31.7590,6.2000
209-61-0206,A,Yangon,Normal,Female,Home and lifestyle,42.91,5.00,10.7275,225.28,1/5/2019,5:29:00 PM,Ewallet,214.55,4.7619,10.7275,6.1000
595-27-4851,A,Yangon,Normal,Female,Fashion accessories,54.28,7.00,18.9980,398.96,1/27/2019,6:05:00 PM,Ewallet,379.96,4.7619,18.9980,9.3000
189-52-0236,A,Yangon,Normal,Male,Electronic accessories,99.55,7.00,34.8425,731.69,3/14/2019,12:07:00 PM,Cash,696.85,4.7619,34.8425,7.6000
503-07-0930,C,Naypyitaw,Member,Male,Sports and travel,58.39,7.00,20.4365,429.17,2/23/2019,7:49:00 PM,Credit card,408.73,4.7619,20.4365,8.2000
413-20-6708,C,Naypyitaw,Member,Female,Fashion accessories,51.47,1.00,2.5735,54.04,3/18/2019,3:52:00 PM,Ewallet,51.47,4.7619,2.5735,8.5000
425-85-2085,B,Mandalay,Member,Male,Health and beauty,54.86,5.00,13.7150,288.02,3/29/2019,4:48:00 PM,Ewallet,274.30,4.7619,13.7150,9.8000
521-18-7827,C,Naypyitaw,Member,Male,Home and lifestyle,39.39,5.00,9.8475,206.80,1/22/2019,8:46:00 PM,Credit card,196.95,4.7619,9.8475,8.7000
220-28-1851,A,Yangon,Normal,Male,Home and lifestyle,34.73,2.00,3.4730,72.93,3/1/2019,6:14:00 PM,Ewallet,69.46,4.7619,3.4730,9.7000
600-38-9738,C,Naypyitaw,Member,Male,Sports and travel,71.92,5.00,17.9800,377.58,1/17/2019,3:05:00 PM,Credit card,359.60,4.7619,17.9800,4.3000
734-91-1155,B,Mandalay,Normal,Female,Electronic accessories,45.71,3.00,6.8565,143.99,3/26/2019,10:34:00 AM,Credit card,137.13,4.7619,6.8565,7.7000
451-28-5717,C,Naypyitaw,Member,Female,Home and lifestyle,83.17,6.00,24.9510,523.97,3/20/2019,11:23:00 AM,Cash,499.02,4.7619,24.9510,7.3000
609-81-8548,A,Yangon,Member,Female,Home and lifestyle,37.44,6.00,11.2320,235.87,2/6/2019,1:55:00 PM,Credit card,224.64,4.7619,11.2320,5.9000
133-14-7229,C,Naypyitaw,Normal,Male,Health and beauty,62.87,2.00,6.2870,132.03,1/1/2019,11:43:00 AM,Cash,125.74,4.7619,6.2870,5.0000
534-01-4457,A,Yangon,Normal,Male,Food and beverages,81.71,6.00,24.5130,514.77,1/27/2019,2:36:00 PM,Credit card,490.26,4.7619,24.5130,8.0000
719-89-8991,A,Yangon,Member,Female,Sports and travel,91.41,5.00,22.8525,479.90,2/25/2019,4:03:00 PM,Ewallet,457.05,4.7619,22.8525,7.1000
286-62-6248,B,Mandalay,Normal,Male,Fashion accessories,39.21,4.00,7.8420,164.68,1/16/2019,8:03:00 PM,Credit card,156.84,4.7619,7.8420,9.0000
339-38-9982,B,Mandalay,Member,Male,Fashion accessories,59.86,2.00,5.9860,125.71,1/13/2019,2:55:00 PM,Ewallet,119.72,4.7619,5.9860,6.7000
827-44-5872,B,Mandalay,Member,Female,Food and beverages,54.36,10.00,27.1800,570.78,2/7/2019,11:28:00 AM,Credit card,543.60,4.7619,27.1800,6.1000
827-77-7633,A,Yangon,Normal,Male,Sports and travel,98.09,9.00,44.1405,926.95,2/17/2019,7:41:00 PM,Cash,882.81,4.7619,44.1405,9.3000
287-83-1405,A,Yangon,Normal,Male,Health and beauty,25.43,6.00,7.6290,160.21,2/12/2019,7:01:00 PM,Ewallet,152.58,4.7619,7.6290,7.0000
435-13-4908,A,Yangon,Member,Male,Fashion accessories,86.68,8.00,34.6720,728.11,1/24/2019,6:04:00 PM,Credit card,693.44,4.7619,34.6720,7.2000
857-67-9057,B,Mandalay,Normal,Male,Electronic accessories,22.95,10.00,11.4750,240.98,2/6/2019,7:20:00 PM,Ewallet,229.50,4.7619,11.4750,8.2000
236-27-1144,C,Naypyitaw,Normal,Female,Food and beverages,16.31,9.00,7.3395,154.13,3/26/2019,10:31:00 AM,Ewallet,146.79,4.7619,7.3395,8.4000
892-05-6689,A,Yangon,Normal,Female,Home and lifestyle,28.32,5.00,7.0800,148.68,3/11/2019,1:28:00 PM,Ewallet,141.60,4.7619,7.0800,6.2000
583-41-4548,C,Naypyitaw,Normal,Male,Home and lifestyle,16.67,7.00,5.8345,122.52,2/7/2019,11:36:00 AM,Ewallet,116.69,4.7619,5.8345,7.4000
339-12-4827,B,Mandalay,Member,Female,Fashion accessories,73.96,1.00,3.6980,77.66,1/5/2019,11:32:00 AM,Credit card,73.96,4.7619,3.6980,5.0000
643-38-7867,A,Yangon,Normal,Male,Home and lifestyle,97.94,1.00,4.8970,102.84,3/7/2019,11:44:00 AM,Ewallet,97.94,4.7619,4.8970,6.9000
308-81-0538,A,Yangon,Normal,Female,Fashion accessories,73.05,4.00,14.6100,306.81,2/25/2019,5:16:00 PM,Credit card,292.20,4.7619,14.6100,4.9000
358-88-9262,C,Naypyitaw,Member,Female,Food and beverages,87.48,6.00,26.2440,551.12,2/1/2019,6:43:00 PM,Ewallet,524.88,4.7619,26.2440,5.1000
460-35-4390,A,Yangon,Normal,Male,Home and lifestyle,30.68,3.00,4.6020,96.64,1/22/2019,11:00:00 AM,Ewallet,92.04,4.7619,4.6020,9.1000
343-87-0864,C,Naypyitaw,Member,Male,Health and beauty,75.88,1.00,3.7940,79.67,1/3/2019,10:30:00 AM,Credit card,75.88,4.7619,3.7940,7.1000
173-50-1108,B,Mandalay,Member,Female,Sports and travel,20.18,4.00,4.0360,84.76,2/13/2019,12:14:00 PM,Credit card,80.72,4.7619,4.0360,5.0000
243-47-2663,C,Naypyitaw,Member,Male,Electronic accessories,18.77,6.00,5.6310,118.25,1/28/2019,4:43:00 PM,Credit card,112.62,4.7619,5.6310,5.5000
841-18-8232,B,Mandalay,Normal,Female,Food and beverages,71.20,1.00,3.5600,74.76,1/5/2019,8:40:00 PM,Credit card,71.20,4.7619,3.5600,9.2000
701-23-5550,B,Mandalay,Member,Male,Home and lifestyle,38.81,4.00,7.7620,163.00,3/19/2019,1:40:00 PM,Ewallet,155.24,4.7619,7.7620,4.9000
647-50-1224,A,Yangon,Normal,Female,Fashion accessories,29.42,10.00,14.7100,308.91,1/12/2019,4:23:00 PM,Ewallet,294.20,4.7619,14.7100,8.9000
541-48-8554,A,Yangon,Normal,Male,Sports and travel,60.95,9.00,27.4275,575.98,1/7/2019,12:08:00 PM,Credit card,548.55,4.7619,27.4275,6.0000
539-21-7227,B,Mandalay,Normal,Female,Sports and travel,51.54,5.00,12.8850,270.59,1/26/2019,5:45:00 PM,Cash,257.70,4.7619,12.8850,4.2000
213-32-1216,A,Yangon,Normal,Female,Electronic accessories,66.06,6.00,19.8180,416.18,1/23/2019,10:28:00 AM,Cash,396.36,4.7619,19.8180,7.3000
747-58-7183,B,Mandalay,Normal,Male,Fashion accessories,57.27,3.00,8.5905,180.40,2/9/2019,8:31:00 PM,Ewallet,171.81,4.7619,8.5905,6.5000
582-52-8065,B,Mandalay,Normal,Female,Fashion accessories,54.31,9.00,24.4395,513.23,2/22/2019,10:49:00 AM,Cash,488.79,4.7619,24.4395,8.9000
210-57-1719,B,Mandalay,Normal,Female,Health and beauty,58.24,9.00,26.2080,550.37,2/5/2019,12:34:00 PM,Cash,524.16,4.7619,26.2080,9.7000
399-69-4630,C,Naypyitaw,Normal,Male,Electronic accessories,22.21,6.00,6.6630,139.92,3/7/2019,10:23:00 AM,Credit card,133.26,4.7619,6.6630,8.6000
134-75-2619,A,Yangon,Member,Male,Electronic accessories,19.32,7.00,6.7620,142.00,3/25/2019,6:51:00 PM,Cash,135.24,4.7619,6.7620,6.9000
356-44-8813,B,Mandalay,Normal,Male,Home and lifestyle,37.48,3.00,5.6220,118.06,1/20/2019,1:45:00 PM,Credit card,112.44,4.7619,5.6220,7.7000
198-66-9832,B,Mandalay,Member,Female,Fashion accessories,72.04,2.00,7.2040,151.28,2/4/2019,7:38:00 PM,Cash,144.08,4.7619,7.2040,9.5000
283-26-5248,C,Naypyitaw,Member,Female,Food and beverages,98.52,10.00,49.2600,1034.46,1/30/2019,8:23:00 PM,Ewallet,985.20,4.7619,49.2600,4.5000
712-39-0363,A,Yangon,Member,Male,Food and beverages,41.66,6.00,12.4980,262.46,1/2/2019,3:24:00 PM,Ewallet,249.96,4.7619,12.4980,5.6000
218-59-9410,A,Yangon,Member,Female,Home and lifestyle,72.42,3.00,10.8630,228.12,3/29/2019,4:54:00 PM,Ewallet,217.26,4.7619,10.8630,8.2000
174-75-0888,B,Mandalay,Normal,Male,Electronic accessories,21.58,9.00,9.7110,203.93,3/14/2019,12:32:00 PM,Cash,194.22,4.7619,9.7110,7.3000
866-99-7614,C,Naypyitaw,Normal,Male,Food and beverages,89.20,10.00,44.6000,936.60,2/11/2019,3:42:00 PM,Credit card,892.00,4.7619,44.6000,4.4000
134-54-4720,B,Mandalay,Normal,Female,Electronic accessories,42.42,8.00,16.9680,356.33,1/30/2019,1:58:00 PM,Ewallet,339.36,4.7619,16.9680,5.7000
760-90-2357,A,Yangon,Member,Male,Electronic accessories,74.51,6.00,22.3530,469.41,3/20/2019,3:08:00 PM,Ewallet,447.06,4.7619,22.3530,5.0000
514-37-2845,B,Mandalay,Normal,Male,Fashion accessories,99.25,2.00,9.9250,208.43,3/20/2019,1:02:00 PM,Cash,198.50,4.7619,9.9250,9.0000
698-98-5964,A,Yangon,Normal,Female,Food and beverages,81.21,10.00,40.6050,852.71,1/17/2019,1:01:00 PM,Credit card,812.10,4.7619,40.6050,6.3000
718-57-9773,C,Naypyitaw,Normal,Female,Sports and travel,49.33,10.00,24.6650,517.97,2/3/2019,4:40:00 PM,Credit card,493.30,4.7619,24.6650,9.4000
651-88-7328,A,Yangon,Normal,Female,Fashion accessories,65.74,9.00,29.5830,621.24,1/1/2019,1:55:00 PM,Cash,591.66,4.7619,29.5830,7.7000
241-11-2261,B,Mandalay,Normal,Female,Fashion accessories,79.86,7.00,27.9510,586.97,1/10/2019,10:33:00 AM,Credit card,559.02,4.7619,27.9510,5.5000
408-26-9866,C,Naypyitaw,Normal,Female,Sports and travel,73.98,7.00,25.8930,543.75,3/2/2019,4:42:00 PM,Ewallet,517.86,4.7619,25.8930,4.1000
834-83-1826,B,Mandalay,Member,Female,Home and lifestyle,82.04,5.00,20.5100,430.71,2/25/2019,5:16:00 PM,Credit card,410.20,4.7619,20.5100,7.6000
343-61-3544,B,Mandalay,Member,Male,Sports and travel,26.67,10.00,13.3350,280.04,1/29/2019,11:48:00 AM,Cash,266.70,4.7619,13.3350,8.6000
239-48-4278,A,Yangon,Member,Male,Food and beverages,10.13,7.00,3.5455,74.46,3/10/2019,7:35:00 PM,Ewallet,70.91,4.7619,3.5455,8.3000
355-34-6244,B,Mandalay,Normal,Male,Food and beverages,72.39,2.00,7.2390,152.02,1/13/2019,7:55:00 PM,Credit card,144.78,4.7619,7.2390,8.1000
550-84-8664,A,Yangon,Normal,Male,Sports and travel,85.91,5.00,21.4775,451.03,3/22/2019,2:33:00 PM,Credit card,429.55,4.7619,21.4775,8.6000
339-96-8318,B,Mandalay,Member,Male,Fashion accessories,81.31,7.00,28.4585,597.63,3/1/2019,7:49:00 PM,Ewallet,569.17,4.7619,28.4585,6.3000
458-61-0011,B,Mandalay,Normal,Male,Food and beverages,60.30,4.00,12.0600,253.26,2/20/2019,6:43:00 PM,Cash,241.20,4.7619,12.0600,5.8000
592-34-6155,C,Naypyitaw,Normal,Male,Food and beverages,31.77,4.00,6.3540,133.43,1/14/2019,2:43:00 PM,Ewallet,127.08,4.7619,6.3540,6.2000
797-88-0493,A,Yangon,Normal,Female,Health and beauty,64.27,4.00,12.8540,269.93,3/26/2019,1:54:00 PM,Cash,257.08,4.7619,12.8540,7.7000
207-73-1363,B,Mandalay,Normal,Male,Health and beauty,69.51,2.00,6.9510,145.97,3/1/2019,12:15:00 PM,Ewallet,139.02,4.7619,6.9510,8.1000
390-31-6381,C,Naypyitaw,Normal,Male,Food and beverages,27.22,3.00,4.0830,85.74,1/7/2019,12:37:00 PM,Cash,81.66,4.7619,4.0830,7.3000
443-82-0585,A,Yangon,Member,Female,Health and beauty,77.68,4.00,15.5360,326.26,2/1/2019,7:54:00 PM,Cash,310.72,4.7619,15.5360,8.4000
339-18-7061,C,Naypyitaw,Member,Female,Fashion accessories,92.98,2.00,9.2980,195.26,2/13/2019,3:06:00 PM,Credit card,185.96,4.7619,9.2980,8.0000
359-90-3665,B,Mandalay,Member,Female,Fashion accessories,18.08,4.00,3.6160,75.94,1/14/2019,6:03:00 PM,Credit card,72.32,4.7619,3.6160,9.5000
375-72-3056,B,Mandalay,Normal,Male,Sports and travel,63.06,3.00,9.4590,198.64,1/19/2019,3:58:00 PM,Ewallet,189.18,4.7619,9.4590,7.0000
127-47-6963,A,Yangon,Normal,Male,Health and beauty,51.71,4.00,10.3420,217.18,3/9/2019,1:53:00 PM,Credit card,206.84,4.7619,10.3420,9.8000
278-86-2735,A,Yangon,Normal,Female,Food and beverages,52.34,3.00,7.8510,164.87,3/27/2019,2:03:00 PM,Cash,157.02,4.7619,7.8510,9.2000
695-28-6250,A,Yangon,Normal,Female,Sports and travel,43.06,5.00,10.7650,226.07,2/4/2019,4:38:00 PM,Ewallet,215.30,4.7619,10.7650,7.7000
379-17-6588,C,Naypyitaw,Normal,Male,Fashion accessories,59.61,10.00,29.8050,625.91,3/14/2019,11:07:00 AM,Cash,596.10,4.7619,29.8050,5.3000
227-50-3718,A,Yangon,Normal,Male,Health and beauty,14.62,5.00,3.6550,76.76,3/4/2019,12:23:00 PM,Cash,73.10,4.7619,3.6550,4.4000
302-15-2162,C,Naypyitaw,Member,Male,Health and beauty,46.53,6.00,13.9590,293.14,3/3/2019,10:54:00 AM,Credit card,279.18,4.7619,13.9590,4.3000
788-07-8452,C,Naypyitaw,Member,Female,Home and lifestyle,24.24,7.00,8.4840,178.16,1/27/2019,5:38:00 PM,Ewallet,169.68,4.7619,8.4840,9.4000
560-49-6611,A,Yangon,Member,Female,Sports and travel,45.58,1.00,2.2790,47.86,2/7/2019,2:13:00 PM,Cash,45.58,4.7619,2.2790,9.8000
880-35-0356,A,Yangon,Member,Female,Sports and travel,75.20,3.00,11.2800,236.88,2/5/2019,11:51:00 AM,Ewallet,225.60,4.7619,11.2800,4.8000
585-11-6748,B,Mandalay,Member,Male,Sports and travel,96.80,3.00,14.5200,304.92,3/15/2019,1:05:00 PM,Cash,290.40,4.7619,14.5200,5.3000
470-31-3286,B,Mandalay,Normal,Male,Health and beauty,14.82,3.00,2.2230,46.68,3/1/2019,11:30:00 AM,Credit card,44.46,4.7619,2.2230,8.7000
152-68-2907,A,Yangon,Normal,Male,Food and beverages,52.20,3.00,7.8300,164.43,2/15/2019,1:30:00 PM,Credit card,156.60,4.7619,7.8300,9.5000
123-35-4896,C,Naypyitaw,Normal,Female,Sports and travel,46.66,9.00,20.9970,440.94,2/17/2019,7:11:00 PM,Ewallet,419.94,4.7619,20.9970,5.3000
258-69-7810,C,Naypyitaw,Normal,Female,Fashion accessories,36.85,5.00,9.2125,193.46,1/26/2019,6:53:00 PM,Cash,184.25,4.7619,9.2125,9.2000
334-64-2006,A,Yangon,Member,Female,Home and lifestyle,70.32,2.00,7.0320,147.67,3/24/2019,2:22:00 PM,Ewallet,140.64,4.7619,7.0320,9.6000
219-61-4139,C,Naypyitaw,Normal,Male,Electronic accessories,83.08,1.00,4.1540,87.23,1/23/2019,5:16:00 PM,Ewallet,83.08,4.7619,4.1540,6.4000
881-41-7302,C,Naypyitaw,Normal,Female,Fashion accessories,64.99,1.00,3.2495,68.24,1/26/2019,10:06:00 AM,Credit card,64.99,4.7619,3.2495,4.5000
373-09-4567,C,Naypyitaw,Normal,Male,Food and beverages,77.56,10.00,38.7800,814.38,3/14/2019,8:35:00 PM,Ewallet,775.60,4.7619,38.7800,6.9000
642-30-6693,B,Mandalay,Normal,Female,Sports and travel,54.51,6.00,16.3530,343.41,3/17/2019,1:54:00 PM,Ewallet,327.06,4.7619,16.3530,7.8000
484-22-8230,C,Naypyitaw,Member,Female,Fashion accessories,51.89,7.00,18.1615,381.39,1/8/2019,8:08:00 PM,Cash,363.23,4.7619,18.1615,4.5000
830-58-2383,B,Mandalay,Normal,Male,Home and lifestyle,31.75,4.00,6.3500,133.35,2/8/2019,3:26:00 PM,Cash,127.00,4.7619,6.3500,8.6000
559-98-9873,A,Yangon,Member,Female,Fashion accessories,53.65,7.00,18.7775,394.33,2/10/2019,12:56:00 PM,Ewallet,375.55,4.7619,18.7775,5.2000
544-32-5024,C,Naypyitaw,Member,Female,Food and beverages,49.79,4.00,9.9580,209.12,3/28/2019,7:16:00 PM,Credit card,199.16,4.7619,9.9580,6.4000
318-12-0304,A,Yangon,Normal,Male,Fashion accessories,30.61,1.00,1.5305,32.14,1/23/2019,12:20:00 PM,Ewallet,30.61,4.7619,1.5305,5.2000
349-97-8902,B,Mandalay,Member,Male,Food and beverages,57.89,2.00,5.7890,121.57,1/17/2019,10:37:00 AM,Ewallet,115.78,4.7619,5.7890,8.9000
421-95-9805,A,Yangon,Normal,Female,Electronic accessories,28.96,1.00,1.4480,30.41,2/7/2019,10:18:00 AM,Credit card,28.96,4.7619,1.4480,6.2000
277-35-5865,C,Naypyitaw,Member,Female,Food and beverages,98.97,9.00,44.5365,935.27,3/9/2019,11:23:00 AM,Cash,890.73,4.7619,44.5365,6.7000
789-23-8625,B,Mandalay,Member,Male,Fashion accessories,93.22,3.00,13.9830,293.64,1/24/2019,11:45:00 AM,Cash,279.66,4.7619,13.9830,7.2000
284-54-4231,C,Naypyitaw,Member,Male,Sports and travel,80.93,1.00,4.0465,84.98,1/19/2019,4:08:00 PM,Credit card,80.93,4.7619,4.0465,9.0000
443-59-0061,A,Yangon,Member,Male,Food and beverages,67.45,10.00,33.7250,708.23,2/3/2019,11:25:00 AM,Ewallet,674.50,4.7619,33.7250,4.2000
509-29-3912,A,Yangon,Member,Female,Sports and travel,38.72,9.00,17.4240,365.90,3/20/2019,12:24:00 PM,Ewallet,348.48,4.7619,17.4240,4.2000
327-40-9673,B,Mandalay,Member,Male,Sports and travel,72.60,6.00,21.7800,457.38,1/13/2019,7:51:00 PM,Cash,435.60,4.7619,21.7800,6.9000
840-19-2096,C,Naypyitaw,Member,Male,Electronic accessories,87.91,5.00,21.9775,461.53,3/14/2019,6:10:00 PM,Ewallet,439.55,4.7619,21.9775,4.4000
828-46-6863,A,Yangon,Member,Male,Food and beverages,98.53,6.00,29.5590,620.74,1/23/2019,11:22:00 AM,Credit card,591.18,4.7619,29.5590,4.0000
641-96-3695,C,Naypyitaw,Member,Female,Fashion accessories,43.46,6.00,13.0380,273.80,2/7/2019,5:55:00 PM,Ewallet,260.76,4.7619,13.0380,8.5000
420-97-3340,A,Yangon,Normal,Female,Food and beverages,71.68,3.00,10.7520,225.79,3/28/2019,3:30:00 PM,Credit card,215.04,4.7619,10.7520,9.2000
436-54-4512,A,Yangon,Member,Female,Food and beverages,91.61,1.00,4.5805,96.19,3/20/2019,7:44:00 PM,Cash,91.61,4.7619,4.5805,9.8000
670-79-6321,B,Mandalay,Member,Female,Home and lifestyle,94.59,7.00,33.1065,695.24,1/17/2019,3:27:00 PM,Credit card,662.13,4.7619,33.1065,4.9000
852-62-7105,B,Mandalay,Normal,Female,Fashion accessories,83.25,10.00,41.6250,874.13,1/12/2019,11:25:00 AM,Credit card,832.50,4.7619,41.6250,4.4000
598-06-7312,B,Mandalay,Member,Male,Fashion accessories,91.35,1.00,4.5675,95.92,2/16/2019,3:42:00 PM,Cash,91.35,4.7619,4.5675,6.8000
135-13-8269,B,Mandalay,Member,Female,Food and beverages,78.88,2.00,7.8880,165.65,1/26/2019,4:04:00 PM,Cash,157.76,4.7619,7.8880,9.1000
816-57-2053,A,Yangon,Normal,Male,Sports and travel,60.87,2.00,6.0870,127.83,3/9/2019,12:37:00 PM,Ewallet,121.74,4.7619,6.0870,8.7000
628-90-8624,B,Mandalay,Member,Male,Health and beauty,82.58,10.00,41.2900,867.09,3/14/2019,2:41:00 PM,Cash,825.80,4.7619,41.2900,5.0000
856-66-2701,A,Yangon,Member,Male,Home and lifestyle,53.30,3.00,7.9950,167.90,1/25/2019,2:19:00 PM,Ewallet,159.90,4.7619,7.9950,7.5000
308-39-1707,A,Yangon,Normal,Female,Fashion accessories,12.09,1.00,0.6045,12.69,1/26/2019,6:19:00 PM,Credit card,12.09,4.7619,0.6045,8.2000
149-61-1929,A,Yangon,Normal,Male,Sports and travel,64.19,10.00,32.0950,674.00,1/19/2019,2:08:00 PM,Credit card,641.90,4.7619,32.0950,6.7000
655-07-2265,A,Yangon,Normal,Male,Electronic accessories,78.31,3.00,11.7465,246.68,3/5/2019,4:38:00 PM,Ewallet,234.93,4.7619,11.7465,5.4000
589-02-8023,A,Yangon,Member,Male,Food and beverages,83.77,2.00,8.3770,175.92,1/15/2019,10:54:00 AM,Credit card,167.54,4.7619,8.3770,7.0000
420-04-7590,B,Mandalay,Normal,Male,Home and lifestyle,99.70,3.00,14.9550,314.06,3/18/2019,11:29:00 AM,Ewallet,299.10,4.7619,14.9550,4.7000
182-88-2763,B,Mandalay,Member,Male,Food and beverages,79.91,3.00,11.9865,251.72,3/20/2019,7:28:00 PM,Credit card,239.73,4.7619,11.9865,5.0000
188-55-0967,B,Mandalay,Member,Male,Health and beauty,66.47,10.00,33.2350,697.94,1/15/2019,3:01:00 PM,Credit card,664.70,4.7619,33.2350,5.0000
610-46-4100,A,Yangon,Normal,Male,Health and beauty,28.95,7.00,10.1325,212.78,3/3/2019,8:31:00 PM,Credit card,202.65,4.7619,10.1325,6.0000
318-81-2368,C,Naypyitaw,Normal,Female,Electronic accessories,46.20,1.00,2.3100,48.51,3/19/2019,12:16:00 PM,Cash,46.20,4.7619,2.3100,6.3000
364-33-8584,B,Mandalay,Member,Female,Food and beverages,17.63,5.00,4.4075,92.56,3/8/2019,3:27:00 PM,Cash,88.15,4.7619,4.4075,8.5000
665-63-9737,B,Mandalay,Normal,Male,Fashion accessories,52.42,3.00,7.8630,165.12,2/27/2019,5:36:00 PM,Ewallet,157.26,4.7619,7.8630,7.5000
695-09-5146,B,Mandalay,Member,Female,Food and beverages,98.79,3.00,14.8185,311.19,2/23/2019,8:00:00 PM,Ewallet,296.37,4.7619,14.8185,6.4000
155-45-3814,C,Naypyitaw,Member,Female,Electronic accessories,88.55,8.00,35.4200,743.82,3/19/2019,3:29:00 PM,Ewallet,708.40,4.7619,35.4200,4.7000
794-32-2436,B,Mandalay,Member,Male,Electronic accessories,55.67,2.00,5.5670,116.91,3/27/2019,3:08:00 PM,Ewallet,111.34,4.7619,5.5670,6.0000
